name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
lima,2021-06-26,19.2,15.9,17.5,19.2,15.9,17.5,14.1,80.6,0,0,0,,0,0,,16.3,176.6,1014.7,99.6,9.3,79,7,3,,2021-06-26T06:28:32,2021-06-26T17:53:42,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-27,19.1,15.9,17.4,19.1,15.9,17.4,14.1,80.9,0,0,0,,0,0,,14.9,196.2,1014.6,98.3,8.7,55.3,4.9,3,,2021-06-27T06:28:42,2021-06-27T17:53:57,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-28,19.1,16.5,17.3,19.1,16.5,17.3,14.5,83.6,0,0,0,,0,0,,13,207.7,1016.2,100,9.1,43.3,3.8,2,,2021-06-28T06:28:51,2021-06-28T17:54:12,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-29,19.7,16,17.3,19.7,16,17.3,14.3,82.1,0,0,0,,0,0,,23.9,164.9,1015.2,94.6,8.3,90.7,7.9,5,,2021-06-29T06:29:00,2021-06-29T17:54:27,0.64,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-30,18.1,15.6,16.5,18.1,15.6,16.5,14,84.9,0,0,0,,0,0,,18.4,166.4,1014.7,100,9,37.8,3.3,2,,2021-06-30T06:29:08,2021-06-30T17:54:43,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-01,18.1,15.7,16.7,18.1,15.7,16.7,13.6,81.6,0,0,0,,0,0,,22.3,160,1016.1,100,9.5,38.6,3.3,2,,2021-07-01T06:29:16,2021-07-01T17:54:58,0.74,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-02,18.2,15.5,17,18.2,15.5,17,12.9,76.5,0,0,0,,0,0,,14.8,170.1,1016.3,100,8.5,65.8,5.8,3,,2021-07-02T06:29:23,2021-07-02T17:55:14,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-03,19.1,15.4,17.2,19.1,15.4,17.2,12.7,75.1,0,0,0,,0,0,,20.5,173.2,1017,90.4,9.2,57,4.8,2,,2021-07-03T06:29:29,2021-07-03T17:55:30,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,F8371"
lima,2021-07-04,19.1,16.1,17.2,19.1,16.1,17.2,12.7,74.8,0,0,0,,0,0,,18.4,166.9,1016.9,96.3,9.2,68.2,5.8,2,,2021-07-04T06:29:34,2021-07-04T17:55:46,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-05,18.1,16.5,17.3,18.1,16.5,17.3,12,70.8,0,0,0,,0,0,,16.7,163.8,1017.4,98.3,9.7,54.6,4.5,2,,2021-07-05T06:29:39,2021-07-05T17:56:02,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-06,19.1,16,17.3,19.1,16,17.3,12.6,74,0,0,0,,0,0,,29.1,158.5,1014.7,76.3,9.6,108.6,9.6,5,,2021-07-06T06:29:43,2021-07-06T17:56:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-07-07,18.4,15.9,17.1,18.4,15.9,17.1,12.7,75.5,0,0,0,,0,0,,13.1,291.5,1013.7,94.6,8.3,72.7,6.4,3,,2021-07-07T06:29:47,2021-07-07T17:56:34,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-08,21.1,16.2,17.8,21.1,16.2,17.8,12.8,72.6,0,0,0,,0,0,,23.7,208.2,1013.9,75.4,9.8,164.2,14.2,7,,2021-07-08T06:29:49,2021-07-08T17:56:50,0.99,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-07-09,19.1,15.9,17.3,19.1,15.9,17.3,13.6,78.8,0,0,0,,0,0,,18.1,186,1015.2,99.6,7.4,93.5,8.1,6,,2021-07-09T06:29:51,2021-07-09T17:57:06,1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-10,18.1,15.9,16.7,18.1,15.9,16.7,13.7,82.2,0,0,0,,0,0,,20.1,177.8,1013.3,100,8,50.7,4.4,2,,2021-07-10T06:29:52,2021-07-10T17:57:22,0,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-11,18.1,15.9,16.8,18.1,15.9,16.8,13.9,82.7,0,0,0,,0,0,,14.5,180,1014,100,7.4,43.1,3.8,1,,2021-07-11T06:29:52,2021-07-11T17:57:38,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-12,19.3,16.5,17.4,19.3,16.5,17.4,14.3,81.4,0,0,0,,0,0,,20.4,168.2,1015,97.1,7.1,115.9,9.8,7,,2021-07-12T06:29:52,2021-07-12T17:57:54,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-13,18.1,16,17,18.1,16,17,14.8,86.3,0,0,0,,0,0,,23.7,162.2,1014.5,98.8,7.5,38.2,3.3,2,,2021-07-13T06:29:50,2021-07-13T17:58:10,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-14,19.1,16.6,17.3,19.1,16.6,17.3,14,81.1,0,0,0,,0,0,,16.9,175.2,1015,100,8.5,48.5,4,2,,2021-07-14T06:29:48,2021-07-14T17:58:25,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-15,19.1,16,17.3,19.1,16,17.3,14.3,82.3,0,0,0,,0,0,,16.5,193.2,1015.2,99.6,9.7,56.7,4.9,3,,2021-07-15T06:29:45,2021-07-15T17:58:40,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-16,19.1,15.6,17,19.1,15.6,17,14.2,83.4,0,0,0,,0,0,,18.6,162.6,1015.4,100,9.3,48,4.1,2,,2021-07-16T06:29:41,2021-07-16T17:58:56,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-17,18.2,15.9,16.9,18.2,15.9,16.9,14.2,83.9,0,0,0,,0,0,,14.6,171.3,1015.5,100,9.5,53,4.6,2,,2021-07-17T06:29:36,2021-07-17T17:59:10,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-18,18.3,16,17,18.3,16,17,14.1,83.1,0,0,0,,0,0,,20.2,158.6,1014.1,97.9,9,59.7,5.1,2,,2021-07-18T06:29:31,2021-07-18T17:59:25,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-19,19.2,15.8,17.1,19.2,15.8,17.1,13.9,81.5,0,0,0,,0,0,,16.7,172.6,1012.5,98.8,8.9,68.7,6,3,,2021-07-19T06:29:24,2021-07-19T17:59:40,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-20,19.1,16,17.5,19.1,16,17.5,14.2,80.8,0,0,0,,0,0,,15,182.6,1012.2,97.1,6.9,72.4,6.3,3,,2021-07-20T06:29:17,2021-07-20T17:59:54,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-21,19.1,16.9,17.6,19.1,16.9,17.6,14.1,80.1,0,0,0,,0,0,,18.3,172.6,1013.6,100,8.5,55.5,4.8,2,,2021-07-21T06:29:08,2021-07-21T18:00:08,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-22,18.1,16,17,18.1,16,17,14,82.2,0,0,0,,0,0,,21.9,168.7,1015.3,100,8.4,52.1,4.5,2,,2021-07-22T06:28:59,2021-07-22T18:00:21,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-23,18.1,15.8,16.9,18.1,15.8,16.9,13.6,80.8,0,0,0,,0,0,,22.1,168.4,1015.7,99.6,8.8,61.9,5.3,2,,2021-07-23T06:28:49,2021-07-23T18:00:35,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-24,18.1,15.9,17,18.1,15.9,17,13.4,79.1,0,0,0,,0,0,,16.7,167.8,1016.5,100,9.3,48.4,4,2,,2021-07-24T06:28:39,2021-07-24T18:00:48,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-25,19.1,16.7,17.4,19.1,16.7,17.4,13.5,77.3,0,0,0,,0,0,,20.1,183,1017.3,98.8,8.8,73.9,6.5,4,,2021-07-25T06:28:27,2021-07-25T18:01:01,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-26,18.4,15.9,17.1,18.4,15.9,17.1,14,81.7,0,0,0,,0,0,,22.2,165.8,1016,91.3,9.5,85.5,7.3,3,,2021-07-26T06:28:14,2021-07-26T18:01:13,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-27,19.2,15.9,17.2,19.2,15.9,17.2,14.9,86.1,0,0,0,,0,0,,21.9,192.5,1015.8,100,8.2,69,6,3,,2021-07-27T06:28:01,2021-07-27T18:01:25,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-28,18.1,15.9,16.6,18.1,15.9,16.6,14.2,85.2,0,0,0,,0,0,,22,174.8,1014.1,100,8.4,56.2,4.7,2,,2021-07-28T06:27:46,2021-07-28T18:01:37,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-29,18.1,15.8,16.5,18.1,15.8,16.5,14,84.9,0,0,0,,0,0,,16.3,182.3,1013.6,100,8.9,53,4.5,2,,2021-07-29T06:27:31,2021-07-29T18:01:48,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-30,18.1,15.6,16.4,18.1,15.6,16.4,13.7,83.5,0,0,0,,0,0,,20.1,163.2,1013.9,100,8.7,41.4,3.4,1,,2021-07-30T06:27:15,2021-07-30T18:01:59,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-07-31,18.1,15.5,16.8,18.1,15.5,16.8,13.7,82.1,0,0,0,,0,0,,16.3,171.3,1015.5,100,9.9,63.5,5.3,3,,2021-07-31T06:26:58,2021-07-31T18:02:10,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-01,18.1,16,16.8,18.1,16,16.8,13.5,80.9,0.1,100,4.17,rain,0,0,,14.8,188.8,1015.8,100,9.6,62,5.2,2,,2021-08-01T06:26:41,2021-08-01T18:02:20,0.8,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-08-02,20.1,15.4,17,20.1,15.4,17,13.8,81.5,0,0,0,,0,0,,16.3,192,1016,98.3,9,111.2,9.6,6,,2021-08-02T06:26:22,2021-08-02T18:02:30,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-03,18.2,15.9,16.8,18.2,15.9,16.8,13.6,81.1,0,0,0,,0,0,,18.1,187.4,1015,100,9.1,75.6,6.4,3,,2021-08-03T06:26:02,2021-08-03T18:02:40,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-04,18.1,15.6,16.8,18.1,15.6,16.8,13.8,82.4,0,0,0,,0,0,,14.5,232.2,1015.4,100,8.9,65.2,5.7,3,,2021-08-04T06:25:42,2021-08-04T18:02:49,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-05,20,15.8,17.4,20,15.8,17.4,14,80.8,0,0,0,,0,0,,31.9,165.8,1017,86.7,9.2,167,14.4,7,,2021-08-05T06:25:21,2021-08-05T18:02:58,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-08-06,19.1,15.9,17.1,19.1,15.9,17.1,13,76.4,0,0,0,,0,0,,24.1,174.5,1017,98.8,9.5,79.2,6.7,4,,2021-08-06T06:24:59,2021-08-06T18:03:06,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-07,18.1,15.5,16.5,18.1,15.5,16.5,12.9,79.1,0,0,0,,0,0,,23.9,169.9,1017.3,100,9.8,56.4,4.9,2,,2021-08-07T06:24:37,2021-08-07T18:03:14,1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-08,18.1,15.7,16.4,18.1,15.7,16.4,13.1,80.5,0,0,0,,0,0,,21.9,165,1017.6,100,9.6,50.3,4.2,2,,2021-08-08T06:24:13,2021-08-08T18:03:22,1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-09,19.1,15.9,16.8,19.1,15.9,16.8,12.8,77.1,0,0,0,,0,0,,22,169,1016.6,100,9.6,62.8,5.4,3,,2021-08-09T06:23:49,2021-08-09T18:03:29,0,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-10,18.1,15.4,16.6,18.1,15.4,16.6,13,79.4,0,0,0,,0,0,,20.5,171.2,1016,100,9.7,68.8,5.9,3,,2021-08-10T06:23:24,2021-08-10T18:03:36,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-11,18.1,14.9,16.3,18.1,14.9,16.3,13.1,81.7,0,0,0,,0,0,,16.5,174.1,1016.6,100,9.7,62.7,5.4,2,,2021-08-11T06:22:58,2021-08-11T18:03:42,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-12,18.1,15.5,16.7,18.1,15.5,16.7,13.5,81.2,0,0,0,,0,0,,22.4,161.6,1017.3,100,8.5,60.4,5.2,2,,2021-08-12T06:22:32,2021-08-12T18:03:48,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-13,20.1,15.5,16.9,20.1,15.5,16.9,13.5,80.6,0,0,0,,0,0,,22,176.6,1017.3,92.1,9.9,128.9,11.1,7,,2021-08-13T06:22:05,2021-08-13T18:03:54,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-14,19.1,15.6,17,19.1,15.6,17,13.4,79.5,0,0,0,,0,0,,16.3,187.8,1017.6,96.7,9.3,107.4,9.3,5,,2021-08-14T06:21:37,2021-08-14T18:03:59,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-15,18.1,15,16.4,18.1,15,16.4,13.7,84.2,0,0,0,,0,0,,24,174.6,1016.3,100,7.3,69.4,5.8,3,,2021-08-15T06:21:08,2021-08-15T18:04:04,0.24,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-16,17.2,14.8,15.8,17.2,14.8,15.8,13.3,85.5,0,0,0,,0,0,,18.5,169.1,1015.4,100,7.9,48.1,3.9,2,,2021-08-16T06:20:39,2021-08-16T18:04:09,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-17,18.1,15,16.3,18.1,15,16.3,13.2,81.7,0,0,0,,0,0,,16.5,178.2,1015.8,94.2,8.7,96,8.2,4,,2021-08-17T06:20:09,2021-08-17T18:04:13,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-18,18.1,14.8,16.2,18.1,14.8,16.2,13.3,82.9,0,0,0,,0,0,,20.3,171.6,1016.9,91.3,7.7,68.2,5.9,2,,2021-08-18T06:19:38,2021-08-18T18:04:17,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-19,19.1,14.9,16.1,19.1,14.9,16.1,13.6,84.9,0.9,100,4.17,rain,0,0,,20.1,169.7,1016.2,94.2,7.3,118.1,10.1,7,,2021-08-19T06:19:07,2021-08-19T18:04:20,0.44,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-08-20,17.1,15,15.8,17.1,15,15.8,13,83.4,0,0,0,,0,0,,16.7,186.3,1013.8,100,8.9,58.3,4.9,2,,2021-08-20T06:18:35,2021-08-20T18:04:23,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-21,17.1,14.8,15.9,17.1,14.8,15.9,12.7,81.1,0,0,0,,0,0,,20.1,179.6,1013.4,100,8.5,84.4,7.2,4,,2021-08-21T06:18:03,2021-08-21T18:04:26,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-22,17.2,15,15.9,17.2,15,15.9,13.1,83.2,0,0,0,,0,0,,18,184.6,1013.7,100,9.3,73,6.3,3,,2021-08-22T06:17:30,2021-08-22T18:04:29,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-23,18.1,15,16.4,18.1,15,16.4,13.2,81.8,0,0,0,,0,0,,16.3,224.2,1013.8,98.8,8.3,123.5,10.7,6,,2021-08-23T06:16:56,2021-08-23T18:04:31,0.51,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-24,17.2,15,15.6,17.2,15,15.6,13.1,84.9,0,0,0,,0,0,,27.7,171,1014.7,100,8,63.5,5.4,3,,2021-08-24T06:16:22,2021-08-24T18:04:33,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-25,17.1,14.8,15.6,17.1,14.8,15.6,13.1,84.9,0,0,0,,0,0,,22.4,169.1,1014.9,100,8.7,52.5,4.4,2,,2021-08-25T06:15:48,2021-08-25T18:04:34,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-26,17.1,15,15.7,17.1,15,15.7,13.1,84,0,0,0,,0,0,,22,190.2,1014.5,100,9,59.5,5.1,2,,2021-08-26T06:15:12,2021-08-26T18:04:36,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-27,17.1,14.9,15.7,17.1,14.9,15.7,12.7,82,0,0,0,,0,0,,16.5,198.9,1014.7,100,7.8,84.6,7.3,4,,2021-08-27T06:14:37,2021-08-27T18:04:37,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-28,18.1,14.6,16,18.1,14.6,16,13,82.5,0,0,0,,0,0,,18,191.6,1014.9,88.3,7,180.4,15.5,8,,2021-08-28T06:14:01,2021-08-28T18:04:37,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-08-29,17.1,14,15.3,17.1,14,15.3,13.2,87.5,0,0,0,,0,0,,21.9,174,1015.2,97.5,5.5,92.7,8,4,,2021-08-29T06:13:24,2021-08-29T18:04:38,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-30,17.1,14,15.3,17.1,14,15.3,12.9,84.7,0,0,0,,0,0,,18.5,176.5,1015.2,100,8.1,84.6,7.4,4,,2021-08-30T06:12:47,2021-08-30T18:04:38,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-08-31,18.1,14,15.6,18.1,14,15.6,12.7,83,0,0,0,,0,0,,20.4,173.8,1015,98.8,8.7,149.8,13,7,,2021-08-31T06:12:10,2021-08-31T18:04:38,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-01,19.1,14.6,16.1,19.1,14.6,16.1,12.4,79,0,0,0,,0,0,,22.3,178.1,1015.5,92.5,9.3,131.7,11.4,7,,2021-09-01T06:11:32,2021-09-01T18:04:38,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-02,18.1,15,16.3,18.1,15,16.3,12.8,79.9,0,0,0,,0,0,,22.1,172.4,1016.1,75.8,7,213.7,18.5,8,,2021-09-02T06:10:54,2021-09-02T18:04:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-09-03,17.1,14.8,15.8,17.1,14.8,15.8,13.2,84.7,0,0,0,,0,0,,22.2,172.4,1015.1,86.3,7.9,99.3,8.7,4,,2021-09-03T06:10:15,2021-09-03T18:04:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-09-04,17.1,14.8,15.6,17.1,14.8,15.6,12.9,83.5,0.1,100,4.17,rain,0,0,,16.6,200.9,1014.4,100,9.6,60.5,5.2,3,,2021-09-04T06:09:37,2021-09-04T18:04:36,0.97,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-09-05,18.1,15,16,18.1,15,16,13.1,82.8,1.6,100,4.17,rain,0,0,,24,176.9,1015.2,99.6,8.6,57.2,4.8,3,,2021-09-05T06:08:57,2021-09-05T18:04:35,0.99,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-09-06,18.1,15,16,18.1,15,16,13,81.9,0,0,0,,0,0,,18.4,206.9,1016.2,97.9,9.3,135.6,11.6,8,,2021-09-06T06:08:18,2021-09-06T18:04:34,1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-07,17.1,15,15.8,17.1,15,15.8,13.2,84.5,0,0,0,,0,0,,29.3,173.1,1015.9,95,8.3,61.3,5.3,2,,2021-09-07T06:07:38,2021-09-07T18:04:33,0,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-08,17.1,14.8,15.7,17.1,14.8,15.7,13.1,84.1,0,0,0,,0,0,,14.6,197.9,1015.1,100,7.6,71.7,6.2,3,,2021-09-08T06:06:58,2021-09-08T18:04:32,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-09,18.1,14.8,15.8,18.1,14.8,15.8,12.7,81.3,0,0,0,,0,0,,23.9,194.5,1014.5,99.2,8.4,148.6,12.9,7,,2021-09-09T06:06:18,2021-09-09T18:04:31,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-10,17.1,14,15.2,17.1,14,15.2,12.7,84.7,0,0,0,,0,0,,15,197.4,1014.4,100,8.2,74.5,6.5,3,,2021-09-10T06:05:38,2021-09-10T18:04:29,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-11,17.1,14.6,15.4,17.1,14.6,15.4,12.8,84.3,0.3,100,4.17,rain,0,0,,23.7,175.5,1017.4,100,8.1,61.2,5.3,3,,2021-09-11T06:04:57,2021-09-11T18:04:28,0.12,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-09-12,17.1,14.6,15.7,17.1,14.6,15.7,12.8,83,0,0,0,,0,0,,20.3,169.9,1016.3,99.6,8,94.8,8.1,4,,2021-09-12T06:04:17,2021-09-12T18:04:26,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-13,17.2,14.8,15.7,17.2,14.8,15.7,12.7,82.2,0,0,0,,0,0,,12.9,219,1017.9,100,8.2,63.1,5.5,2,,2021-09-13T06:03:36,2021-09-13T18:04:24,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-14,17.1,14,15.5,17.1,14,15.5,12.9,84.5,0,0,0,,0,0,,16.5,201.4,1017.4,100,7.5,60.7,5.2,2,,2021-09-14T06:02:55,2021-09-14T18:04:23,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-15,17.1,14.5,15.4,17.1,14.5,15.4,13,85,0,0,0,,0,0,,18,176.3,1016.2,100,7.2,62.7,5.4,2,,2021-09-15T06:02:14,2021-09-15T18:04:21,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-16,17.1,14,15.3,17.1,14,15.3,12.7,84.3,0,0,0,,0,0,,13.1,216.7,1015.8,100,8.6,112.1,9.8,5,,2021-09-16T06:01:33,2021-09-16T18:04:19,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-17,17.1,14.5,15.4,17.1,14.5,15.4,12.7,83.7,0,0,0,,0,0,,24.1,175.1,1014.9,99.6,7,103.7,8.8,4,,2021-09-17T06:00:51,2021-09-17T18:04:18,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-18,17.1,14,15.3,17.1,14,15.3,12.3,82.1,0,0,0,,0,0,,16.6,205.4,1015.7,100,8.1,69.9,6.1,3,,2021-09-18T06:00:10,2021-09-18T18:04:16,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-19,17.1,14.8,15.7,17.1,14.8,15.7,12.1,78.9,0,0,0,,0,0,,24,166.4,1015.5,100,9.6,58.4,4.8,2,,2021-09-19T05:59:29,2021-09-19T18:04:15,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-20,18.1,15,16,18.1,15,16,12.4,79.1,0,0,0,,0,0,,22.2,176.2,1014.8,83.3,9.2,157.1,13.5,6,,2021-09-20T05:58:48,2021-09-20T18:04:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-09-21,18.1,14,15.8,18.1,14,15.8,12.8,82.4,0.1,100,4.17,rain,0,0,,27.5,169.5,1015.4,72.3,9.1,158.5,13.8,7,,2021-09-21T05:58:07,2021-09-21T18:04:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-09-22,18.1,15,16,18.1,15,16,13,82.5,0,0,0,,0,0,,20.5,181.7,1015.6,96.3,9.2,114.6,9.9,6,,2021-09-22T05:57:25,2021-09-22T18:04:11,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-09-23,17.2,14.8,15.7,17.2,14.8,15.7,12.9,83.2,0,0,0,,0,0,,14.6,194.7,1013.4,98.3,8.7,113.5,9.9,4,,2021-09-23T05:56:44,2021-09-23T18:04:10,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
